loc,disea,n,Dvlpd_NLCD06,Forest_NLCD06,Herbaceous_NLCD06,Tract_Frag06,FragPerim06,CWED_DF06,TECI_DF06,CWED_FH06,TECI_FH06,CWED_HD06,TECI_HD06,Pop_den,Median_age,Mean_income,long,lat
1,0,7504,-1.270747953,1.447731999,-0.069233755,-0.744719546,-0.751786788,-0.921791159,-0.972577352,0.658806254,1.676698889,-1.279753551,-1.440805022,-0.662002888,0.49719703,-0.397158878,-76.611657,37.481445
1,0,7474,-0.964614193,0.857277282,1.058785285,-0.38508756,-0.367657021,-0.374965546,-0.139713461,0.928438722,0.775551504,-0.621929152,-0.407386117,-0.518743703,-0.129654714,0.282659672,-77.316798,37.647046
1,5,7386,-1.068467221,0.168598198,-0.117686704,-0.439113551,-0.477265714,-0.154671932,0.548542691,0.122865799,0.446765438,-0.944402006,-0.786417654,-0.594787564,0.586747279,0.417664644,-76.765786,37.223438
0,18,7383,-0.623273991,-0.227013114,1.452741079,-0.155327891,-0.100764666,-0.433486145,-0.046647733,-0.19675471,0.061856303,-0.427180932,0.150093776,-0.554729113,0.22002804,0.172639507,-77.826305,38.722314
1,6,7382,-1.22623975,1.768124412,-0.190686219,-0.797055423,-0.790837795,-0.859915173,-0.807992608,0.654061678,1.659491756,-1.235057922,-1.317680582,-0.644020065,-0.38338042,0.083721432,-77.265526,38.299362
1,4,7366,0.82615305,-1.161419748,0.323922676,-0.625021255,-0.659463631,-0.726353985,-0.843548455,-1.37221818,-1.11736224,1.703098367,1.9818468,0.20895949,-0.174429838,0.161749199,-76.216664,36.757108
0,7,7358,0.924053941,-0.875556721,-0.228889263,-0.136567755,-0.196415777,0.650078157,0.912730642,-0.828165525,-0.964746091,0.70475669,1.093534293,0.090853156,-1.335863767,0.426775756,-77.422102,38.934451
0,6,7357,1.504002079,-1.132509345,-0.842952593,-0.383803674,-0.21845572,0.320784424,0.061682679,-1.162978488,-1.264614342,1.447444871,1.212079909,2.326663821,-1.536127069,-0.131707238,-77.471444,38.772106
0,8,7340,-1.001608786,0.270381782,1.330643087,-0.266192387,-0.200769567,-0.922945575,-1.089391739,0.836714275,1.469111057,-1.045540324,-1.285181159,-0.730731338,0.543530297,-0.374681395,-78.19652,38.346571
0,5,7337,-0.92184726,0.98061464,0.097740087,-0.499577999,-0.504703727,-0.690468246,-0.398726676,0.023400524,0.919032728,-0.865863341,-0.65753859,-0.731785233,0.620554644,-0.769232982,-79.285851,37.838351
1,3,7295,-0.190287466,0.480527142,-0.43086297,0.035679299,0.132552842,0.886318026,1.082573142,0.316763473,-0.128830736,0.074536206,0.104056605,-0.232943791,-1.413208285,-0.308345302,-77.405508,38.48314
1,4,7278,0.247041421,-0.060384953,-0.347544424,0.226550917,0.348807934,1.150307237,1.204239547,0.212288129,-0.266824914,0.381521902,0.320068859,-0.021706634,-0.711731333,-0.05751013,-77.272503,38.669879
1,0,7253,1.116150678,-0.377736552,-1.677588224,-1.039700182,-1.006590881,-0.033322053,0.341845131,-0.734089099,-0.596837499,-0.5029362,-0.27868963,3.484383498,-0.935606956,-0.692231496,-77.118276,38.857764
0,6,7251,-0.928865464,1.494631831,-0.672470024,-0.655723634,-0.644130026,-0.357751477,0.078564015,0.865393169,1.094638476,-0.896318914,-0.979074286,-0.696161485,0.420291342,0.373935546,-80.10096,37.178787
1,7,7229,-1.232452182,1.997963069,-0.507917901,-0.85263593,-0.856451752,-0.798336436,-0.590823232,0.292807552,1.440913109,-1.183071777,-1.120786303,-0.664623615,0.258396366,-0.732743409,-79.034696,37.564018
1,0,7225,-0.352607143,0.22361221,0.827290258,-0.380375724,-0.220571388,0.901140305,0.887620129,0.744765736,-0.005275057,0.522677048,0.436338917,-0.142303388,-0.905756873,-0.878403925,-77.494752,37.475901
1,4,7218,-1.289087258,2.03697419,-0.651814782,-0.932588677,-0.938818471,-0.92472348,-0.968179189,0.495670036,1.668852035,-1.315661482,-1.530944976,-0.651683021,0.601672321,0.483239231,-77.564091,37.283371
1,0,7178,-0.493307656,-0.911657143,0.145972114,-0.046234205,-0.142214216,-0.252314198,-0.011232321,-0.731358145,-0.601180525,0.167412745,0.780192769,-0.372941,-0.98038208,0.002411027,-76.415677,36.894459
1,1,7174,-1.059066769,1.66250179,-0.378210855,-0.669155356,-0.636663695,-0.592318805,-0.365340844,0.564125929,0.826538126,-0.888813344,-0.698084162,-0.546483849,-0.234130004,0.507416115,-77.702893,37.472418
1,1,7170,-0.646650545,-0.410103507,0.641251347,-0.056263758,0.055411693,-0.47504204,-0.486169503,0.21123216,-0.109238704,0.17984448,0.385752867,-0.398776736,0.735997695,-0.074366212,-76.321285,37.076831
0,3,7167,0.878428764,-0.602563107,-0.587129369,1.200902318,0.955512852,1.24150011,1.186690028,-0.371538539,-0.822593448,0.819842616,0.771002871,0.664839296,-1.289649159,-0.107983062,-77.49891,38.797259
1,0,7163,0.635541789,-0.651932574,-0.655587312,1.70194621,1.663247455,1.537349483,1.35922244,-0.457170448,-0.684325621,0.825776911,0.583496947,0.240875243,-1.099782413,-0.681002792,-76.556465,37.14416
0,3,7153,0.352739886,-0.913220234,0.827214623,-0.506104644,-0.518638553,-0.06206363,0.19011964,-0.920023926,-0.935823167,0.711508263,1.56597177,-0.354833065,-0.719668992,-0.364881456,-80.433005,37.150971
1,13,7140,-0.61757809,0.465899733,1.017513799,1.552002899,1.577281777,0.618729692,0.380220313,2.255259573,0.555617231,0.2003947,-0.129969391,-0.139006265,0.676297529,2.449382649,-77.292824,38.89868
0,6,7140,-0.080143253,-0.383891619,0.761852575,-0.223037128,-0.29282917,0.440544421,0.748040655,0.016884659,-0.366013536,0.306963873,0.647177936,-0.29477555,0.897842292,-0.564191021,-79.061549,38.17842
1,0,7128,0.183597729,-0.42670924,0.755289229,-0.012142768,-0.084606842,-0.017688364,-0.172546636,-0.126248108,-0.516930844,1.482629241,1.286877624,0.188788647,-1.189332662,-0.637051926,-77.509796,37.463133
0,12,7103,0.291284105,0.114097088,-0.66790472,-0.226074408,-0.222148254,1.186962823,1.677187762,-0.183516391,-0.534148209,0.436984865,0.764486288,-0.352292605,-1.274244289,0.743438641,-77.578323,38.777958
1,2,7088,-1.243297437,1.374843429,0.794697556,-0.571693798,-0.565252249,-0.810274597,-0.742116823,1.152038244,1.805802595,-1.223429732,-1.34045728,-0.654990388,0.527047113,-0.763850305,-79.185467,37.234945
1,4,7086,-0.271102969,-0.070148562,0.968035982,0.145484285,0.208948303,-0.175141941,-0.070228927,0.106651219,-0.143936289,0.458041796,0.829659321,-0.428638171,0.377796698,-0.151846873,-76.424251,36.824881
0,21,7084,-0.338459924,-0.278827363,1.041116868,-0.225488962,-0.227851285,-0.676637331,-0.784915307,0.608258235,0.048035169,0.163639951,0.453114884,-0.457045324,-0.226713172,-0.200060865,-78.154691,39.088995
0,1,7078,-0.647134005,1.500516696,-1.181283432,-0.538132343,-0.582515413,0.364832882,1.735098706,-0.309276293,-0.022471776,-0.553590442,-0.117362169,-0.669511303,1.128915333,-0.357938256,-80.135711,37.291476
0,8,7069,-0.135490844,0.072785414,0.149937183,1.734053894,2.021654466,1.214948454,0.434276425,2.889748706,0.137684527,0.838678084,0.064421906,0.764359149,0.574340036,1.771278161,-77.165785,38.907208
1,0,7064,-1.224540025,1.675818701,0.13727284,-0.7558698,-0.783658029,-0.836054918,-0.756277942,0.728791481,1.667324265,-1.183528503,-1.189732122,-0.663132706,0.228546283,-0.859229155,-78.171754,37.170672
0,8,7047,-0.761727266,0.004212416,1.079763228,-0.004083669,0.09646888,-0.878665831,-1.042585326,0.836028395,0.559952833,-0.540219084,-0.433091107,-0.491742388,-0.842907947,-0.1127506,-78.040957,38.477966
0,14,7036,0.799314871,-0.982040527,0.154155546,0.049789001,0.095205583,1.276713435,0.727464613,-0.644432196,-1.080686114,2.164675263,1.552509752,0.946705761,-0.396166735,1.057661001,-77.415056,38.896706
1,0,7022,0.856769856,-0.724830646,-0.41906971,1.125520247,0.765026569,1.097549563,0.960503976,-0.514265575,-0.703214736,1.251440492,1.069944329,0.592879268,-1.234107786,-0.539693073,-77.257895,38.641602
1,0,7012,0.561815441,-0.550974188,-0.538067924,-0.553209253,-0.514766517,-0.118391491,0.143299479,-0.783366418,-0.662603319,0.361186613,0.983203578,-0.179414412,-1.263957869,-0.313607943,-76.195494,36.790893
1,0,7008,0.234783781,-0.460125228,0.630813044,-0.346060795,-0.375731158,0.665791433,0.792020494,-0.449491007,-0.585060045,0.973223638,1.170948504,-0.139424485,0.1986962,2.511466178,-77.6139,37.697723
1,0,6996,0.501168951,-0.630689014,-0.004931847,0.076385761,0.005212628,0.227879445,0.418015518,-0.578483028,-0.605649072,0.560309301,0.897114172,-0.150867195,-0.48785571,-0.495403522,-76.254047,36.752541
1,2,6992,-0.067146717,-0.282437021,-0.593638295,-0.219164848,-0.311201238,0.801545836,1.171068052,-0.35698452,-0.460697445,0.275253771,0.531913526,-0.182566611,-0.696806292,0.296024695,-77.257143,38.614929
0,3,6975,1.010358467,-1.134795854,-0.065123605,-0.489386917,-0.45929316,-0.233007263,-0.351471182,-1.253159374,-1.269187094,1.48230772,1.741934298,0.240875103,-2.568253317,-0.72840621,-79.443877,37.782512
1,0,6967,0.879561767,-0.765211786,-0.326898492,0.417403103,0.178006547,0.482927086,0.433175487,-0.563797783,-0.697734848,1.083433777,1.054174671,1.11001642,-1.084857371,-0.671623829,-77.08761,38.76869
1,0,6963,1.353158864,-1.143101759,-0.834595959,-0.373492738,-0.697264656,-0.832897652,-0.895150348,-1.277472312,-1.00550153,0.222813343,0.988404156,1.22301134,-1.457983409,-0.86657601,-76.169387,36.867341
1,6,6953,0.27197578,-0.21643401,0.082594595,-0.015051826,-0.335275071,1.202606986,1.29681041,-0.315248273,-0.54165489,1.023233894,1.091840695,-0.348623004,-1.338583077,-0.871109175,-79.20493,37.351263
1,0,6953,-0.134479441,0.849879699,-1.074533137,0.448422265,0.441138301,1.076967081,1.711462146,-0.267919034,-0.348639488,-0.280520494,-0.114820546,-0.201474518,-2.457961191,-0.466537156,-76.727817,37.279629
1,7,6945,-0.674176151,0.790631486,0.524294616,1.308799825,1.111539878,0.647193288,0.574770565,2.550209798,0.898942213,-0.420735321,-0.641198391,-0.123493894,0.989723401,2.319979003,-77.257162,38.852586
1,5,6934,-0.785971089,0.954678516,0.159323656,0.39265322,0.238289973,0.588619176,0.869479719,1.088002854,0.436053119,-0.452571798,-0.462058335,-0.449614187,0.228546283,0.300323387,-76.658886,37.279227
1,2,6932,-0.974183664,1.247109921,0.367792479,-0.52354798,-0.472049152,-0.679991181,-0.603179976,0.877996197,0.879181624,-0.644340468,-0.354810414,-0.508921143,0.512122072,0.781281855,-77.647705,37.370395
0,7,6931,0.793368652,-0.478191664,-0.651028813,0.419525882,0.367109182,2.353986752,2.552526886,-0.275246706,-0.736395827,0.255977335,0.182592892,0.64751021,-1.613151416,-0.551761369,-77.542394,38.789668
0,19,6919,-0.267536122,0.004767924,0.461340183,0.169744198,0.186930931,0.223528575,0.260829372,1.176125943,0.186296182,-0.00594262,-0.027963721,-0.269621535,-0.627239776,-0.047367225,-78.094766,39.181489
0,29,6916,-0.737111303,0.923178009,-0.134038763,0.267697781,0.509894311,0.116119262,0.083952979,2.785713861,1.045374077,-0.702936036,-0.98372758,-0.447099228,1.021081247,4.779821512,-77.258842,38.96376
1,4,6904,0.353046521,-0.317740464,0.107187253,1.578165819,1.899409514,2.159363016,1.533376814,0.093258625,-0.528783611,1.678396094,1.016931004,0.255320642,-0.114729672,0.461563404,-77.19816,38.805087
0,1,6896,1.053138973,-1.227113564,0.091159475,-0.867065171,-0.949080116,-0.392768209,-0.448064269,-1.407259361,-1.332247796,1.415777867,2.083581688,0.062146524,-0.288332649,-0.8695783,-79.996602,37.310035
0,9,6895,-0.755477661,0.168876464,0.942625951,-0.044889692,0.041259546,-0.399926517,-0.299398282,1.056348902,0.592267186,-0.509583571,-0.453730239,-0.600907459,-0.011045001,-0.101361482,-78.694803,38.064469
1,1,6893,0.644650164,-0.393201108,-0.465700806,1.410274718,1.007128881,2.239515796,2.142014934,-0.473392309,-0.678164335,1.11132336,0.946850421,0.220134442,-1.129632496,0.074212205,-77.276023,38.64409
0,22,6890,0.534471513,-0.227497078,-0.554085527,0.599156729,0.470942252,2.083717258,1.811748545,-0.269887748,-0.834034198,1.326494403,1.119955537,0.365668408,0.235432909,1.658124814,-77.418125,38.86097
1,0,6884,1.213482864,-1.014057082,-1.053002376,-0.983231594,-1.047435124,-0.941425658,-1.0847869,-1.081677535,-0.926082613,0.047069155,0.192700503,2.326546858,-1.17440762,-0.492563781,-77.063163,38.840759
0,1,6876,-1.026904945,1.562763807,-0.612197367,-0.610338602,-0.578111072,-0.93785197,-1.105497391,0.289493222,1.676977945,-1.13520141,-1.51001313,-0.740262078,0.605149774,-0.767038401,-82.076543,36.76936
1,0,6871,0.939260394,-0.590423757,-0.818335516,0.815912994,0.857138054,0.76681591,0.717767255,-0.332693602,-0.582703837,0.260665411,0.11920545,2.251299666,-0.711731333,-0.251628625,-77.13574,38.822538
1,3,6866,-1.285524211,1.412144162,0.223040952,-0.643054892,-0.606762043,-0.941682738,-1.033185008,0.858602788,1.735765475,-1.331935087,-1.591392787,-0.666129192,0.989723401,-0.121443399,-77.836376,37.955846
1,2,6860,1.710736244,-1.185351783,-1.588287627,-0.840962944,-0.905306393,-0.91071261,-0.975847781,-1.40817573,-1.071633154,-0.068196719,1.326319579,0.598997106,-0.831131665,0.302876549,-77.187234,38.787606
0,1,6849,-0.963245963,0.701882958,0.593368337,-0.281159801,-0.234192448,-0.868107616,-0.951687394,0.654641934,1.321818059,-0.976215056,-1.089792115,-0.72310645,0.605149774,-0.626433875,-78.218344,38.191565
1,0,6839,-1.289604762,1.622867537,0.432641978,-0.772099693,-0.785749356,-0.940140257,-1.014094079,0.817864249,2.088687432,-1.323325683,-1.555212643,-0.668595805,0.616597363,-0.947677993,-79.758434,36.893993
0,0,6833,-0.909571921,-0.144876454,1.839087703,0.03610048,0.066536313,-0.857190907,-0.930907225,0.397354123,0.951031351,-0.802559746,-0.639788048,-0.677071541,0.71298386,-0.382229996,-82.080074,36.650323
1,1,6832,-1.279308943,1.856533663,-0.139685592,-0.837513255,-0.833989027,-0.885566955,-0.857274591,0.655638349,1.871855321,-1.289303273,-1.453521503,-0.670030348,-0.622181084,-0.612744779,-78.457356,37.178667
1,0,6829,0.6225227,-0.549850598,-0.115970456,1.627363787,1.607079739,1.867432402,1.451229436,-0.014643155,-0.530429729,1.206070766,0.755090568,0.426012368,-0.935606956,0.505279796,-77.353063,38.668412
0,2,6828,1.295430932,-1.034257965,-0.631175936,0.820711216,0.49525825,0.21280846,0.219126144,-0.44015964,-0.785614108,0.73056929,0.909162317,1.759854639,-0.889122555,0.399286739,-77.417421,38.844673
1,0,6828,0.132963263,0.424749899,-0.787712872,-0.80924367,-0.933122407,0.51692594,1.106674432,-0.37007853,-0.353455907,0.150233016,0.68179906,-0.376364463,-2.696761856,-1.044750267,-79.162598,37.368262
1,0,6816,-1.289360207,1.667248176,0.302173588,-0.818879922,-0.821615823,-0.911507952,-0.926243589,0.664031478,1.964030755,-1.319728051,-1.540888155,-0.669839444,0.586747279,-0.444600802,-78.060418,37.387793
