loc,disea,n,Dvlpd_NLCD06,Forest_NLCD06,Herbaceous_NLCD06,Tract_Frag06,FragPerim06,CWED_DF06,TECI_DF06,CWED_FH06,TECI_FH06,CWED_HD06,TECI_HD06,Pop_den,Median_age,Mean_income,long,lat
1,0,5609,0.530155007,-0.603443554,0.232400172,0.284802028,0.350343793,0.689965004,0.807164352,-0.523940432,-0.63174309,0.83739289,0.987849496,0.096139835,-1.278882911,-1.155291775,-77.492883,37.499985
0,115,5606,-1.020183899,-0.002169904,1.79023792,-0.079340644,0.006658084,-0.943321889,-1.134401831,0.74000513,1.643620622,-1.120611018,-1.477193607,-0.72987329,0.913247162,0.951583286,-77.797378,39.047436
1,1,5604,-1.271878721,1.741402862,0.121546544,-0.856143157,-0.860738103,-0.941634535,-1.016462321,0.624946076,1.865891281,-1.277174393,-1.414344157,-0.665689954,0.347946615,-1.070073469,-78.42086,37.506222
0,20,5601,-0.882195319,0.422450716,0.897071011,-0.364984499,-0.389386934,-0.619220531,-0.460781406,0.766675963,1.017852423,-0.902130234,-0.98713868,-0.658936974,-1.120195596,2.187340424,-77.567156,38.912234
1,0,5596,0.16823613,-0.638177378,1.165188151,1.682394226,1.651885884,0.805410072,0.467845257,0.104146025,-0.485841091,1.614684064,1.10836347,0.046246152,0.482271989,0.204136904,-76.257517,36.706565
1,1,5584,0.118240828,0.252037189,-0.483571054,1.744010903,1.917593506,4.158314066,3.381797528,0.997102167,-0.115385646,0.290333051,-0.159274799,-0.058055333,1.034498525,0.318898946,-77.593655,37.614882
0,7,5580,1.917219564,-1.280100006,-1.335542759,0.446414266,0.530659902,0.273324495,0.661225271,-1.321177231,-1.239650449,0.332251857,0.875149894,1.979341501,-0.996956641,0.007005408,-77.384067,39.012818
0,0,5580,2.006817549,-1.339081294,-1.400490988,-0.948562573,-0.987351826,-0.888969631,-1.010231133,-1.536023089,-1.319980474,-0.289227349,0.688816042,0.442509303,-0.935337163,-1.190365484,-79.952557,37.283317
0,1,5574,-0.930943749,0.784579081,0.43451993,-0.581496798,-0.623821997,-0.883129655,-0.919823107,-0.072221956,1.15815326,-0.946170052,-0.808676979,-0.730356125,0.481910819,-0.615839346,-80.975924,36.995172
1,0,5574,-1.266799499,1.355615239,0.88324367,-0.534200261,-0.492643233,-0.895560947,-0.926372473,1.122299984,1.930423409,-1.261157239,-1.41744822,-0.666841818,0.944948276,-1.063925037,-78.444693,36.792641
1,1,5566,0.685544463,-1.13635816,0.36726805,-0.541027532,-0.640086464,-0.686088802,-0.846448343,-1.28230792,-1.08697899,2.338115784,2.104620125,0.29949207,-0.711731333,-0.483158764,-76.232193,36.814757
1,1,5561,1.01009546,-0.704849038,-0.772082008,1.301366683,1.274297064,2.045034639,2.089526965,-0.875734536,-0.863799104,1.043666879,0.995309424,0.354913455,-0.741581416,-0.387623598,-76.52125,37.147518
1,0,5560,-0.097654512,-0.058496861,0.740050977,0.130291502,0.283081038,1.009523703,0.895337052,0.421664846,-0.228243351,0.904829556,0.734634284,-0.157560548,-0.756506458,0.472479476,-77.541391,38.230755
1,1,5558,-0.845601165,0.532115802,1.334089096,-0.641640014,-0.541122115,-0.387305395,-0.391939259,0.899767355,0.287841533,-0.050010728,0.037695809,-0.451561324,-0.950531997,-0.532632798,-77.449719,37.239501
0,7,5556,1.957660271,-1.390238622,-1.235275063,-0.989980326,-1.074576542,-0.960622097,-1.180330497,-1.700101397,-1.513394769,0.36778885,1.305224653,1.939408829,-1.566936807,-0.687484844,-77.550978,39.109846
0,4,5552,-0.830117071,-0.329874015,1.976569168,-0.313511482,-0.307498562,-0.614074413,-0.377497426,0.227859012,0.662692537,-0.723842088,-0.475098913,-0.628638581,-1.120195596,-0.424229734,-77.772317,38.541058
0,26,5542,0.749096431,-1.038721594,0.321634897,-0.239329313,-0.151584409,0.042084548,-0.151650869,-0.581525388,-0.959325481,1.636663772,1.588084774,0.608154712,-1.043171249,1.102574234,-77.51493,39.008897
1,1,5540,-0.889962902,0.324148686,1.946683592,0.031181963,-0.005718287,-0.579689741,-0.530537786,1.224867303,0.830389827,-0.472958378,-0.278862643,-0.544772482,0.124070992,0.563403318,-76.246283,36.663428
1,0,5540,1.707990728,-1.026877155,-1.891327871,0.845076339,0.395220943,0.266216527,0.823210398,-1.171758936,-0.929572096,-0.658826248,-0.522338221,3.626636465,-0.87590679,0.687335902,-77.105441,38.836742
1,4,5532,0.385386012,0.274191941,-1.121136808,0.391957525,0.295938208,1.577028203,2.145768678,0.098705966,-0.180086331,-0.330875126,-0.294734073,0.267306744,-0.29383017,1.327059382,-77.173096,38.751539
1,4,5530,-1.225335242,1.276232459,0.931588762,-0.667438903,-0.690457549,-0.743377513,-0.561067161,0.82586048,1.575281524,-1.112350104,-1.046400741,-0.666610139,0.795697861,-0.610191617,-79.41957,37.228651
1,1,5516,-0.661833649,0.899684822,0.257654204,1.251249811,1.223231951,1.744773021,1.587266395,2.023929634,0.537409516,-0.423595353,-0.694511945,-0.307943731,-0.458005627,0.663888493,-77.375752,38.483199
1,0,5513,-1.277586324,1.685591431,0.202990974,-0.7359678,-0.71445674,-0.896195613,-0.919042201,0.866708257,1.747499894,-1.288184661,-1.477346459,-0.65266365,0.706147612,0.19611268,-77.152343,37.551378
0,5,5509,-0.572482492,-1.070589218,2.680095136,-0.382553534,-0.439891036,-0.854103236,-0.918271738,-0.839755252,-0.479385155,-0.216850695,0.966618664,-0.610760637,0.081384216,-0.335973529,-78.929919,38.440937
1,0,5509,0.963302776,-0.936309009,-0.397698107,1.772952769,1.415146745,0.323280294,0.321578138,-0.676597073,-0.737973288,0.727043535,0.756138825,0.923143576,-1.36843316,-0.702053355,-75.992554,36.851809
0,0,5507,-0.791560816,0.213750359,1.074076214,-0.008290052,-0.01416342,-0.80088428,-0.925599912,1.172597377,0.714128018,-0.383589699,-0.215751727,-0.653782019,-0.288332649,-1.033263763,-83.032326,36.728344
1,3,5504,-1.143416084,1.58691256,0.048791056,-0.663704453,-0.66453779,-0.581882957,-0.30906691,0.926213906,1.285033985,-1.098228239,-1.103637627,-0.596175416,-0.935606956,0.557176728,-77.513039,38.396787
1,2,5503,-1.27712956,1.831389615,-0.080854461,-0.80544515,-0.775984952,-0.930314974,-1.003090616,0.755281726,1.642463938,-1.277086467,-1.445924182,-0.653020828,0.273321407,0.426105711,-78.27486,37.938965
0,37,5501,-0.995451554,0.039734125,1.686355119,-0.111569578,-0.029446533,-0.907565042,-1.027561549,0.466793323,1.528556836,-1.05436248,-1.259878874,-0.737360284,0.728388729,0.501883395,-77.806458,38.905888
0,25,5496,-0.933697671,0.265178729,1.242614054,-0.350496353,-0.333498384,-0.634392906,-0.43079509,0.690382091,1.161629829,-0.95702731,-1.074378079,-0.687405116,0.46650595,1.681508452,-77.577349,38.853117
0,32,5485,-0.653216305,0.291812852,0.524507985,-0.270053569,-0.262680719,-0.319138246,-0.093474559,0.58742978,0.371682441,-0.514066878,-0.375279847,-0.571836126,-0.534810559,0.028667435,-78.156523,38.937067
0,8,5483,0.832595798,-0.772045416,-0.2297842,0.316776724,0.347649721,-0.178701262,-0.436347356,-0.052203336,-0.755275724,1.570742168,1.29053523,0.627436377,-1.135600465,0.673022865,-77.607848,38.768193
0,3,5476,2.271060054,-1.391968622,-1.779870203,-0.989980326,-1.074576542,-0.960622097,-1.180330497,-1.712377005,-1.52363291,-0.67654053,-0.339182315,4.624007316,-2.73770688,-1.155460297,-78.495362,38.036197
1,0,5470,-0.455374695,0.079346867,1.35403319,0.546737263,0.582829298,0.528422245,0.638117003,0.448672153,-0.064341643,0.536442324,0.648809486,-0.374773217,0.541972155,0.010539462,-77.382614,37.61245
0,1,5469,0.205459342,-1.229626632,1.57533272,-0.480819434,-0.649786963,-0.542179097,-0.435592084,-1.381650402,-1.237319729,0.444339619,1.564123269,0.184549534,-2.583658186,-0.834162306,-80.447985,37.212495
1,0,5468,-1.281558334,1.568752756,0.479614208,-0.82945024,-0.834885253,-0.922233015,-0.97779715,0.807370106,1.796689772,-1.307235256,-1.521017063,-0.646755998,0.39272174,-0.143145279,-77.826306,37.475133
1,7,5466,-1.191390531,0.39095366,-0.862016333,-0.424509961,-0.45027879,-0.554045993,-0.135524734,0.243064151,0.828008514,-1.139753653,-1.130520848,-0.62282058,2.004626224,1.064656821,-76.832836,37.251086
0,0,5461,-0.908285166,1.111157011,-0.135005303,-0.493934167,-0.457292152,-0.284040564,0.288039555,0.624343371,0.943106193,-0.842438122,-0.827339447,-0.734950206,0.46650595,-1.013796318,-82.145968,36.965571
1,0,5455,0.296714416,-1.085729352,1.760616047,-0.636955041,-0.5038268,-0.786044789,-0.859095076,-1.058682909,-0.878621338,0.892458881,1.642699929,0.08959395,-2.457961191,-0.965107233,-76.299502,36.924964
0,7,5450,0.714309235,-1.009678767,0.326159847,-0.06854581,0.216272852,-0.29022747,-0.427406576,-0.408295121,-0.811220102,0.986414351,1.081787684,1.148384282,-0.904527424,0.79236266,-77.513346,38.905212
0,8,5449,1.12729519,-0.867280198,-0.596644142,1.257106846,0.957656131,0.482268452,0.380570506,-0.276887034,-0.768295119,0.900590308,0.882213634,1.15418068,-0.981551771,0.221828389,-77.378822,39.025391
1,1,5449,-1.282149615,0.958652555,0.426389359,-0.804211119,-0.803468266,-0.932227008,-0.972110148,0.238818429,1.604359356,-1.307481937,-1.487147156,-0.670273225,1.07927365,-0.72039444,-76.769214,37.946238
1,1,5444,1.199621531,-1.052024128,-1.367680288,-0.782984163,-0.704940252,-0.693046034,-0.712086874,-1.347828948,-1.074563172,-0.013580127,0.386561959,0.110777623,0.870323068,1.069815251,-75.976195,36.832
1,0,5444,-0.23751796,-0.967628133,1.05663344,0.436335982,0.579174473,-0.184420929,-0.27903696,-0.732479657,-0.785068759,1.427309242,1.447739329,-0.209318088,0.094220909,-0.531278058,-76.377019,36.827496
1,0,5429,-1.268540569,1.174673776,1.255388065,-0.641158153,-0.61278862,-0.90512915,-0.967969753,1.405689174,1.924452197,-1.281543818,-1.487996957,-0.656002511,0.333021574,-0.976101463,-79.801351,37.035036
1,0,5424,1.178581694,-1.048218777,-0.598831696,-0.027427668,-0.183930541,-0.241219582,-0.126680077,-1.076182857,-0.902197764,0.720844764,1.28029294,0.400182014,0.034520743,0.714144106,-77.143867,38.77338
0,18,5422,0.747476785,-0.765580448,-0.091174629,0.190255195,0.261592845,1.491497368,1.45793452,-0.600035897,-0.941506292,1.161608027,1.178397752,0.524674706,-0.935337163,1.189279097,-77.519264,39.024136
1,0,5422,-1.258696481,0.896931937,1.731126575,-0.662281424,-0.652349166,-0.901779074,-0.931785597,0.877657558,1.779188561,-1.24721611,-1.368775494,-0.661060957,0.661372487,-0.221485678,-76.73886,36.843868
1,1,5420,-1.278624588,1.969079006,-0.343722533,-0.844099374,-0.830578267,-0.853295358,-0.780685331,0.768517746,1.893208232,-1.276502738,-1.426129419,-0.672237575,1.37777448,-0.9759712,-77.882739,36.641856
0,14,5419,-0.472768323,0.532099587,-0.007029484,0.239114361,0.411758497,0.729918155,0.922610409,1.629054959,0.498147954,-0.43069104,-0.576253829,-0.266530102,-0.195903433,1.170587322,-77.312669,38.959476
1,1,5416,-0.346867493,-0.255415285,1.104070321,1.632805595,1.708111722,0.624931751,0.494234236,0.94410347,0.027034043,0.179058032,-0.043401654,-0.361462127,-0.517705793,0.440773368,-76.270934,36.722002
1,2,5414,-1.291786527,1.938369196,-0.363346066,-0.904399364,-0.906525401,-0.94267089,-1.007134349,0.320448439,1.705496988,-1.325675256,-1.549406518,-0.663742541,0.661372487,0.131085198,-77.949992,37.72241
0,0,5406,-0.905676354,1.646355948,-0.976077486,-0.703780294,-0.690651005,-0.261756138,0.339642962,0.552177177,0.872067121,-0.823729372,-0.780924814,-0.726852104,0.71298386,-0.955961544,-82.429247,37.119096
1,3,5401,-1.29494894,2.062098362,-0.479022639,-0.885828843,-0.878896636,-0.957557439,-1.055288597,0.456795828,1.900958256,-1.335320231,-1.582009357,-0.669008478,0.721072653,-0.398513617,-78.200841,37.827274
1,0,5399,1.164010218,-0.75449514,-1.060722853,-0.793882097,-0.815106697,-0.118375424,0.341764579,-1.06232418,-0.81262958,0.04184001,0.826015863,0.158922381,0.303171491,0.456821817,-76.17764,36.779866
1,1,5396,-0.854224039,0.724870681,-0.144183105,-0.392580546,-0.396228517,0.035623639,0.659527842,0.203683806,0.296477377,-0.78534907,-0.612294985,-0.639773965,0.273321407,0.645833988,-77.340056,37.365548
0,9,5391,0.851231551,-0.877398097,-0.098864978,-0.061660506,0.048150117,1.510115908,1.092995551,-0.792974899,-1.112159704,1.798412593,1.42725038,0.751382302,0.019764738,1.988238966,-77.398185,38.936112
1,0,5391,0.968082362,-0.589926875,-0.891539001,0.051200633,-0.109952992,0.959770654,0.917231205,-0.719156247,-0.785043655,0.666963329,0.561259643,1.375924822,-0.592331001,0.015906314,-77.134027,38.843988
1,0,5390,-0.198178348,-0.228731704,1.231611211,2.113107548,2.271900033,0.623019718,0.346823272,1.464262657,0.153092969,0.55938608,0.177007175,-0.056393302,-2.457961191,0.806084003,-77.529478,37.577642
1,4,5386,1.402669531,-0.903463098,-1.540103809,-0.89685767,-0.901171179,-0.547426179,-0.171580006,-0.987528835,-0.614500094,-0.843196937,-0.474830791,0.241304552,0.586747279,1.876770864,-77.044815,38.824615
1,0,5385,0.023685265,0.290672409,-0.428909012,0.051718886,0.268940231,1.239923781,1.784909861,-0.31744396,-0.423044738,0.182738705,0.441244355,-0.256376497,1.019573484,0.082809588,-76.439566,37.057928
0,43,5384,-0.392926633,-0.968438449,2.215021644,-0.047813677,-0.028585351,-0.829829749,-0.947666084,-0.305305624,-0.306081746,0.053196998,0.795960102,-0.311389824,-0.796693339,0.370851782,-77.694936,39.130577
0,9,5381,0.979843967,-0.62560271,-0.722341119,-0.454354915,-0.42320605,1.305647339,1.750347023,-0.985323052,-1.066308018,0.768146454,1.170984029,0.044768359,-0.581025168,0.140345115,-77.41017,39.016129
1,0,5378,0.144985517,-0.539576093,0.84629168,-0.552089972,-0.484935112,-0.341834338,-0.20439707,-0.5009276,-0.470290834,0.264194656,0.789988378,-0.265010133,-0.890831831,-0.194442999,-76.107277,36.768976
1,4,5375,-0.783213143,0.07891868,-0.379659577,-0.145886379,-0.055308771,0.089562274,0.554439129,0.627870017,0.466034701,-0.746209865,-0.65978206,-0.559113889,2.676253093,1.275917977,-76.667036,37.230095
1,3,5375,0.17802136,-0.315759042,0.552284631,2.643409179,2.362032037,1.377084092,1.014586883,0.607781125,-0.248861069,1.070086148,0.636118448,0.087522541,-0.234130004,0.567519641,-77.103879,38.723921
1,3,5371,2.026611149,-1.213017211,-2.325809043,-1.137754642,-1.209580714,-0.983731415,-1.138579819,-1.532281166,-1.20747913,-1.361255907,-1.667747648,8.102930955,-1.204257703,0.855219351,-77.110555,38.88064
1,1,5371,-0.317554042,0.013721655,1.049334024,-0.29380529,-0.190397782,0.452422916,0.721714325,0.304816464,-0.038731777,0.14897763,0.364721568,-0.369791056,-0.637106125,0.31144788,-77.240242,38.692211
1,0,5368,-1.20314073,1.451611048,0.542097305,-0.59744452,-0.574602197,-0.716255554,-0.601568927,1.26457172,1.550385335,-1.121875402,-1.168420949,-0.632810716,0.228546283,-0.413780486,-79.281345,37.265622
0,8,5364,0.647471066,-0.446522821,-0.421467485,-0.005445977,0.034678118,0.889135578,1.37062923,-0.226813628,-0.527113478,0.403072406,0.797749451,-0.486862993,-0.303737519,0.562196531,-77.461659,38.890837
0,2,5364,1.03959455,-1.210928801,0.089699824,0.672497246,0.409725786,0.049774814,-0.238547903,-1.149884782,-1.268608849,2.203015274,1.881799295,0.998448231,-1.089385857,-0.306176418,-77.465707,38.739861
1,1,5363,0.206162952,-0.918809325,0.505687472,0.08872424,0.206067682,-0.299665154,-0.496609099,-0.727516605,-0.836553878,1.530397389,1.151647339,-0.148179018,0.780772819,-0.351358272,-76.331179,37.042802
1,6,5357,0.197298315,-0.339076597,0.530244631,0.768565147,0.743484179,0.529538937,0.711822485,0.466849377,-0.006885312,0.174361328,0.28312542,-0.116511556,0.138996034,1.502393897,-77.282032,38.851589
0,0,5356,0.164315122,0.349198839,-0.812529299,-0.566291897,-0.616045615,0.768427308,1.018162445,0.374463896,-0.232978018,0.032574797,0.09463381,-0.288674968,-0.226713172,-0.758449265,-79.927954,37.242937
1,0,5353,0.20716424,-0.00690139,-0.136033061,0.862054497,0.778202752,1.519803761,1.554288227,0.717481693,-0.018971189,-0.116196894,-0.276364127,0.129723707,-1.5624587,-0.627907437,-77.320557,38.561543
0,0,5352,-0.790056349,1.537657756,-0.983384955,-0.573945857,-0.629986726,0.060888117,0.868353345,0.430962266,0.567225248,-0.684759505,-0.534600935,-0.662533395,1.329178635,-0.010891777,-79.961594,37.18206
1,2,5350,-1.236322402,1.391201924,0.753866876,-0.611162777,-0.648201428,-0.823466023,-0.763672656,1.065590831,1.777251952,-1.213718813,-1.309177485,-0.653410221,0.944948276,-0.826011992,-79.885996,37.101841
0,0,5337,1.901000274,-1.359976974,-1.204184674,-0.592412588,-0.514510445,-0.843683792,-0.961505922,-1.479599091,-1.311760872,0.216207938,1.254353899,0.448246153,-0.534810559,-0.954977766,-79.921344,37.263736
1,1,5335,0.56343012,-0.405663459,-0.31051287,-0.004945503,0.141920372,1.45250499,1.451889966,-0.09811929,-0.45851338,0.598080771,0.496791816,0.37027829,-0.905756873,-0.62501559,-77.527772,37.639267
0,2,5333,1.256212818,-1.320763556,-0.118156812,-0.430092355,-0.627866412,-0.613473069,-0.690424733,-1.520243706,-1.391750336,0.773524396,1.428743969,0.218660261,0.266242648,-0.420862187,-78.909177,38.076406
1,0,5331,-1.271352035,2.403907565,-1.551023929,-1.059009427,-1.114468,-0.928314569,-0.430072784,-1.219437737,0.756816601,-1.304028406,-0.907654213,-0.666114518,-0.069954548,-0.047063006,-76.422017,36.665802
1,3,5330,-1.275733354,0.71603568,0.453336863,-0.470790963,-0.461238512,-0.917035176,-0.982565855,0.441626293,1.060401641,-1.298958017,-1.516340614,-0.664989953,2.959828882,-0.317411634,-76.323297,37.818781
1,1,5319,0.155441509,0.014372309,-0.107181148,3.128339674,3.428326981,3.769383887,2.799210066,0.914893195,-0.211742722,0.736219572,0.137626283,-0.191372487,1.138973816,0.695438284,-77.590252,37.630153
1,12,5317,-1.035793577,1.230140523,0.332669911,-0.314608907,-0.343546705,-0.582107902,-0.572795596,1.509782185,0.89731044,-0.807618728,-0.857429456,-0.549292605,0.452421906,1.672960773,-77.416749,38.742696
0,2,5315,-0.989010698,0.793905177,0.520936417,-0.439055572,-0.420263891,-0.885835703,-1.019784295,1.198255917,1.515870907,-1.015862804,-1.245499999,-0.719829317,0.790008207,-0.964475004,-80.790828,36.673986
1,1,5313,-1.146877438,0.570122872,-0.126306628,0.437808312,0.508240141,-0.525751106,-0.55840893,1.925549777,0.943889482,-1.025191186,-1.225439024,-0.518392804,1.422549605,0.896148107,-76.42839,37.16068
0,10,5310,-1.002576183,1.387779535,-0.399921153,-0.520590503,-0.547835048,-0.856994313,-0.865627282,0.218508726,1.32842354,-1.049433123,-1.226931188,-0.722190099,-0.072664478,-0.312381784,-78.528463,38.283478
0,0,5309,-0.491841387,0.984298043,-0.668770255,-0.043352789,-0.03551721,0.436450655,0.998015071,0.721647498,0.322382567,-0.380654893,-0.240615301,-0.637160942,-0.072664478,-0.791330141,-81.318281,37.251012
1,2,5308,0.882198559,-0.643042932,-0.672267765,-0.022446486,0.010681003,0.978874925,1.741733753,-1.000542737,-0.824202614,0.446731115,1.089016507,-0.442993902,-0.458005627,-0.242353872,-76.239244,36.765888
0,0,5304,1.631326081,-1.331959588,-0.755832873,-0.421916082,-0.633012159,-0.532650105,-0.562763456,-1.570391485,-1.423972453,1.103294614,2.020491109,0.337911368,-1.443697852,-1.206730246,-79.994356,37.28465
0,0,5298,0.714947891,-0.907860827,0.186387629,0.081296762,0.365195716,0.033862324,-0.01853939,-0.340917694,-0.744310342,1.068778974,1.294010412,-0.093741693,0.204623171,-0.960048005,-82.178039,36.613481
0,5,5297,0.948220944,-0.916153075,-0.380617914,2.180978806,2.209588718,1.7730305,1.086259347,-0.125233079,-0.883532733,1.453826424,0.81699851,1.599485149,-0.827503078,0.242676907,-77.207741,38.871548
1,8,5291,-1.286342689,1.884347472,-0.121834493,-0.780107811,-0.747795262,-0.89708736,-0.868922473,0.474445068,1.860031244,-1.311138186,-1.505685027,-0.666728965,0.49719703,-0.134287368,-78.491497,37.921691
1,0,5286,0.988338468,-1.087640285,-0.131578658,0.170128344,0.175044019,-0.141617079,0.047683734,-1.216029507,-0.988678132,0.447918114,0.980053718,0.160201017,-0.144579755,0.240897231,-76.486795,37.118572
1,6,5282,-1.286104977,2.214547599,-0.793583028,-0.918195386,-0.940656035,-0.911009859,-0.86814917,0.106046768,1.784679208,-1.298293688,-1.424501058,-0.672883523,1.019573484,-0.494595889,-79.199019,37.663965
0,5,5281,1.359798101,-1.202155518,-0.485904909,-0.861746176,-0.88780547,-0.679447459,-0.732332088,-1.40937898,-1.288804876,0.883098058,2.006984727,-0.10972684,-0.7658836,-0.632847348,-78.180446,39.152392
1,1,5281,-0.335966187,0.034424749,0.384582181,0.799111387,0.852251697,1.059027705,0.95107934,0.623059898,-0.124602472,0.459287411,0.267136952,-0.32586547,0.706147612,-0.430141567,-77.320669,37.296394
0,2,5280,-0.916563469,0.502367502,0.815915699,-0.341563103,-0.345183579,-0.691832835,-0.39399092,-0.242018689,0.568715206,-0.819747871,-0.49874987,-0.715941265,0.46650595,-0.737071021,-78.840459,38.204738
0,17,5279,0.877386334,-1.138561741,0.236533285,-0.099337756,-0.106863843,-0.03842618,-0.298949202,-0.897877424,-1.144984899,1.904813219,1.655079388,0.343117167,-0.504000821,1.729089235,-77.49292,39.02516
1,0,5276,0.664042773,-0.378105086,-0.543823843,1.892727274,1.548262443,2.121483858,2.215382096,-0.084755826,-0.439591989,0.521431432,0.44496923,0.258477993,-1.099782413,-1.132339366,-77.517086,37.509992
0,10,5272,0.393665005,-0.63008489,0.293189034,1.826678515,1.913695054,2.807203634,1.629054521,0.420839331,-0.74996154,2.012017242,1.036038511,0.439713741,0.404886472,2.110076042,-77.39401,38.906426
1,3,5272,0.297752383,-0.25030638,-0.142480595,1.157113019,0.831258374,1.461261784,0.980239323,0.093928619,-0.515334934,1.563623582,0.965668167,0.101603181,0.88524811,2.089881761,-77.252781,38.75541
1,0,5272,-0.708255665,0.011019553,2.119547086,0.818805667,0.890956835,-0.290635213,-0.303428239,1.450808161,0.557941162,-0.000977425,0.035197293,-0.378605774,1.243449107,1.130934831,-77.614099,37.488045
0,13,5269,-1.025858387,1.246940104,-0.11750772,-0.555719457,-0.560843234,-0.943749769,-1.137708695,0.991487748,1.797927065,-1.131919395,-1.512768629,-0.741686905,0.71298386,-0.73898182,-80.472753,36.872948
0,6,5259,0.026543144,-0.218926482,0.319594576,2.541619726,2.879776381,1.374593756,0.733363894,2.219721995,0.043739123,0.663618731,0.075769239,0.435832139,0.820817946,2.157789257,-77.182754,38.94509
0,0,5259,-0.778782364,1.290411844,-0.629406816,-0.421407233,-0.366580598,-0.208548747,0.284630627,0.480622491,0.554188115,-0.647177272,-0.48344428,-0.705137649,-0.550215429,-0.570226118,-82.558848,36.957856
0,10,5258,-0.384826141,-0.276484204,1.095582723,0.025612563,0.267558957,-0.377815556,-0.357003035,0.803221823,0.204959681,-0.239168393,-0.144488308,-0.316450589,-1.104790726,0.629831243,-77.539167,38.942359
1,0,5258,0.334295406,-0.722694776,0.697185165,0.126908048,0.053170507,-0.249293506,-0.042824987,-0.552593592,-0.489599547,0.033543232,0.494318743,-0.190173042,-2.040060029,-0.778517962,-76.186527,36.881962
1,0,5254,1.396408902,-1.03871622,-1.087308537,0.248045285,-0.013109448,-0.078929683,0.355587378,-1.161869244,-0.907053633,0.184922196,0.985035484,0.091540904,-0.174429838,-1.065019249,-76.264636,36.786647
0,0,5250,1.71124015,-1.236429179,-1.043606334,-0.496166643,-0.65522874,-0.292124017,-0.240058446,-1.406870971,-1.314620173,0.87274514,1.572636233,0.339374116,-0.51940569,-0.646204021,-79.994172,37.230087
0,7,5248,0.378100995,-0.626727092,0.33841283,1.460085683,1.510961078,1.513758665,0.671390815,0.393379322,-0.757116886,2.243030506,1.23606606,0.644132833,0.497315689,1.546295784,-77.170769,38.921993
1,1,5248,-0.231650518,0.469412673,0.014404017,-0.226762864,-0.243881164,1.308098232,1.487284708,0.291631422,-0.181119189,0.3398646,0.357241285,-0.431674343,-0.592331001,-0.990717015,-79.23209,37.326251
1,1,5248,-0.634364444,0.70788621,0.586341866,0.068748979,0.099735548,1.490191338,1.804645208,1.043568425,0.297614238,-0.371328334,-0.444151454,-0.387595398,0.00467066,1.482489652,-77.401769,37.675484
1,5,5247,-1.166255923,1.797285302,-0.661409788,-0.559929534,-0.516574785,0.012020464,0.256217888,1.958463225,1.194027689,-1.143893494,-1.351418185,-0.570941897,0.959873318,2.496824573,-77.377191,38.700765
1,1,5246,-1.28707769,1.908893188,-0.247292205,-0.81853125,-0.805688713,-0.938316594,-1.002848959,0.546753425,1.844176152,-1.317942668,-1.533255213,-0.66700946,0.377796698,-0.433710784,-78.37371,37.812572
1,3,5242,-0.535907468,0.746937187,0.165768761,0.894264132,0.787395519,1.49473041,1.376815093,1.816384476,0.461691676,-0.130555669,-0.370050854,-0.359460937,0.706147612,0.480399489,-76.750364,37.255083
1,0,5241,-0.665568008,-0.016047277,2.058575099,1.447132966,1.683480657,-0.138419644,-0.315414442,1.658848532,0.318748385,0.759170655,0.477556803,-0.287614329,0.00467066,-0.142624225,-77.583309,37.475076
0,0,5238,-0.952602081,2.050189045,-1.495789476,-0.880534745,-0.898741018,-0.467623989,0.445952513,-0.174901567,0.943304854,-0.990265626,-0.983007896,-0.731711356,0.404886472,-1.039015079,-82.026651,37.350453
1,1,5232,-0.20207952,0.572221722,-0.44677743,-0.454608849,-0.548572264,0.705711165,1.257355825,0.109079947,-0.064223295,0.003155089,0.342616569,-0.510971713,-0.711731333,-1.261169853,-79.121631,37.390067
0,10,5227,-0.412903358,0.550578043,-0.293867897,-0.291226728,-0.353619796,0.815968187,1.165848621,0.586301796,-0.047056084,-0.33503616,-0.376344584,-0.403967081,-0.51940569,-0.277060383,-78.504387,38.076875
1,1,5222,-0.077685115,-0.179117075,0.92589586,1.002756684,1.021863729,1.123241514,0.835534921,0.401776225,-0.317485181,1.217120111,0.842141725,0.047453436,-0.771431499,0.986316421,-77.369919,38.667222
0,11,5220,-0.250204967,-0.351398003,0.1848751,0.600942656,0.561138087,0.17742167,0.130044946,0.391177067,-0.345512422,0.209213065,0.162343177,-0.335060033,-0.211308303,1.302148661,-77.638503,38.779238
0,1,5213,-0.912028253,0.861590045,0.263368743,-0.470279403,-0.529008774,-0.70952623,-0.481908592,-0.160126214,0.57644525,-0.766323266,-0.387356722,-0.710501764,0.882437423,-0.578247689,-78.846113,38.11403
1,1,5213,-1.148429808,1.007025637,1.187664986,-0.465572395,-0.475639127,-0.727253766,-0.637527536,1.130248879,1.347123834,-1.008079843,-0.950927904,-0.640754293,0.556897196,-0.184126139,-77.318186,37.161902
0,5,5212,0.38170995,-0.642901543,0.357206449,1.287910988,1.535647159,1.915930682,0.826935895,0.547363618,-0.756630876,2.501670982,1.245959239,0.579666396,0.189218301,1.892717942,-77.384151,38.924397
1,2,5211,-0.633543946,0.011871748,1.212880408,0.383861956,0.291688425,0.116563727,0.154818478,0.374528595,-0.106602764,0.220620082,0.264195725,-0.43647611,0.810622902,0.420764912,-76.384586,37.125668
